Fabricante,Dosis,Fecha,Cantidad
Pfizer,Segunda,2021-03-19,159176
Sinovac,Primera,2021-03-19,5057721
Sinovac,Segunda,2021-03-19,2710461
Astra-Zeneca,Primera,2021-03-19,0
Astra-Zeneca,Segunda,2021-03-19,0
Total,Primera,2021-03-20,5604580
Total,Segunda,2021-03-20,2880620
Pfizer,Primera,2021-03-20,524156
Pfizer,Segunda,2021-03-20,160588
Sinovac,Primera,2021-03-20,5080424
Sinovac,Segunda,2021-03-20,2720032
Astra-Zeneca,Primera,2021-03-20,0
Astra-Zeneca,Segunda,2021-03-20,0
Total,Primera,2021-03-21,5607426
Total,Segunda,2021-03-21,2881795
Pfizer,Primera,2021-03-21,524156
Pfizer,Segunda,2021-03-21,160589
Sinovac,Primera,2021-03-21,5083270
Sinovac,Segunda,2021-03-21,2721206
Astra-Zeneca,Primera,2021-03-21,0
Astra-Zeneca,Segunda,2021-03-21,0
Total,Primera,2021-03-22,5751339
Total,Segunda,2021-03-22,3003717
Pfizer,Primera,2021-03-22,536292
Pfizer,Segunda,2021-03-22,181639
Sinovac,Primera,2021-03-22,5215047
Sinovac,Segunda,2021-03-22,2822078
Astra-Zeneca,Primera,2021-03-22,0
Astra-Zeneca,Segunda,2021-03-22,0
Total,Primera,2021-03-23,5898259
Total,Segunda,2021-03-23,3094232
Pfizer,Primera,2021-03-23,575741
Pfizer,Segunda,2021-03-23,198730
Sinovac,Primera,2021-03-23,5322518
Sinovac,Segunda,2021-03-23,2895502
Astra-Zeneca,Primera,2021-03-23,0
Astra-Zeneca,Segunda,2021-03-23,0
Total,Primera,2021-03-24,6051070
Total,Segunda,2021-03-24,3158990
Pfizer,Primera,2021-03-24,622227
Pfizer,Segunda,2021-03-24,203644
Sinovac,Primera,2021-03-24,5428843
Sinovac,Segunda,2021-03-24,2955346
Astra-Zeneca,Primera,2021-03-24,0
Astra-Zeneca,Segunda,2021-03-24,0
Total,Primera,2021-03-25,6207540
Total,Segunda,2021-03-25,3214181
Pfizer,Primera,2021-03-25,673438
Pfizer,Segunda,2021-03-25,205967
Sinovac,Primera,2021-03-25,5534102
Sinovac,Segunda,2021-03-25,3008214
Astra-Zeneca,Primera,2021-03-25,0
Astra-Zeneca,Segunda,2021-03-25,0
Total,Primera,2021-03-26,6373449
Total,Segunda,2021-03-26,3265087
Pfizer,Primera,2021-03-26,709254
Pfizer,Segunda,2021-03-26,207873
Sinovac,Primera,2021-03-26,5664195
Sinovac,Segunda,2021-03-26,3057214
Astra-Zeneca,Primera,2021-03-26,0
Astra-Zeneca,Segunda,2021-03-26,0
Total,Primera,2021-03-27,6386312
Total,Segunda,2021-03-27,3267830
Pfizer,Primera,2021-03-27,711211
Pfizer,Segunda,2021-03-27,207905
Sinovac,Primera,2021-03-27,5675101
Sinovac,Segunda,2021-03-27,3059925
Astra-Zeneca,Primera,2021-03-27,0
Astra-Zeneca,Segunda,2021-03-27,0
Total,Primera,2021-03-28,6387281
Total,Segunda,2021-03-28,3268251
Pfizer,Primera,2021-03-28,711211
Pfizer,Segunda,2021-03-28,207905
Sinovac,Primera,2021-03-28,5676070
Sinovac,Segunda,2021-03-28,3060346
Astra-Zeneca,Primera,2021-03-28,0
Astra-Zeneca,Segunda,2021-03-28,0
Total,Primera,2021-03-29,6538033
Total,Segunda,2021-03-29,3383710
Pfizer,Primera,2021-03-29,729832
Pfizer,Segunda,2021-03-29,210785
Sinovac,Primera,2021-03-29,5808201
Sinovac,Segunda,2021-03-29,3172925
Astra-Zeneca,Primera,2021-03-29,0
Astra-Zeneca,Segunda,2021-03-29,0
Total,Primera,2021-03-30,6671286
Total,Segunda,2021-03-30,3528263
Pfizer,Primera,2021-03-30,766156
Pfizer,Segunda,2021-03-30,231111
Sinovac,Primera,2021-03-30,5905130
Sinovac,Segunda,2021-03-30,3297152
Astra-Zeneca,Primera,2021-03-30,0
Astra-Zeneca,Segunda,2021-03-30,0
Total,Primera,2021-03-31,6797812
Total,Segunda,2021-03-31,3681390
Pfizer,Primera,2021-03-31,794760
Pfizer,Segunda,2021-03-31,248050
Sinovac,Primera,2021-03-31,6003052
Sinovac,Segunda,2021-03-31,3433340
Astra-Zeneca,Primera,2021-03-31,0
Astra-Zeneca,Segunda,2021-03-31,0
Total,Primera,2021-04-01,6932122
Total,Segunda,2021-04-01,3849816
Pfizer,Primera,2021-04-01,809528
Pfizer,Segunda,2021-04-01,256531
Sinovac,Primera,2021-04-01,6122594
Sinovac,Segunda,2021-04-01,3593285
Astra-Zeneca,Primera,2021-04-01,0
Astra-Zeneca,Segunda,2021-04-01,0
Total,Primera,2021-04-02,6933969
Total,Segunda,2021-04-02,3854985
Pfizer,Primera,2021-04-02,809700
Pfizer,Segunda,2021-04-02,256582
Sinovac,Primera,2021-04-02,6124269
Sinovac,Segunda,2021-04-02,3598403
Astra-Zeneca,Primera,2021-04-02,0
Astra-Zeneca,Segunda,2021-04-02,0
Total,Primera,2021-04-03,6935844
Total,Segunda,2021-04-03,3856327
Pfizer,Primera,2021-04-03,809885
Pfizer,Segunda,2021-04-03,256585
Sinovac,Primera,2021-04-03,6125959
Sinovac,Segunda,2021-04-03,3599742
Astra-Zeneca,Primera,2021-04-03,0
Astra-Zeneca,Segunda,2021-04-03,0
Total,Primera,2021-04-04,6936500
Total,Segunda,2021-04-04,3856786
Pfizer,Primera,2021-04-04,809886
Pfizer,Segunda,2021-04-04,256585
Sinovac,Primera,2021-04-04,6126614
Sinovac,Segunda,2021-04-04,3600201
Astra-Zeneca,Primera,2021-04-04,0
Astra-Zeneca,Segunda,2021-04-04,0
Total,Primera,2021-04-05,7015981
Total,Segunda,2021-04-05,4061461
Pfizer,Primera,2021-04-05,825444
Pfizer,Segunda,2021-04-05,271633
Sinovac,Primera,2021-04-05,6190537
Sinovac,Segunda,2021-04-05,3789828
Astra-Zeneca,Primera,2021-04-05,0
Astra-Zeneca,Segunda,2021-04-05,0
Total,Primera,2021-04-06,7108509
Total,Segunda,2021-04-06,4207904
Pfizer,Primera,2021-04-06,871553
Pfizer,Segunda,2021-04-06,307507
Sinovac,Primera,2021-04-06,6236956
Sinovac,Segunda,2021-04-06,3900397
Astra-Zeneca,Primera,2021-04-06,0
Astra-Zeneca,Segunda,2021-04-06,0
Total,Primera,2021-04-07,7202843
Total,Segunda,2021-04-07,4346115
Pfizer,Primera,2021-04-07,921406
Pfizer,Segunda,2021-04-07,346256
Sinovac,Primera,2021-04-07,6281437
Sinovac,Segunda,2021-04-07,3999859
Astra-Zeneca,Primera,2021-04-07,0
Astra-Zeneca,Segunda,2021-04-07,0
Total,Primera,2021-04-08,7279084
Total,Segunda,2021-04-08,4508728
Pfizer,Primera,2021-04-08,959411
Pfizer,Segunda,2021-04-08,385889
Sinovac,Primera,2021-04-08,6319673
Sinovac,Segunda,2021-04-08,4122839
Astra-Zeneca,Primera,2021-04-08,0
Astra-Zeneca,Segunda,2021-04-08,0
Total,Primera,2021-04-09,7349423
Total,Segunda,2021-04-09,4656661
Pfizer,Primera,2021-04-09,992896
Pfizer,Segunda,2021-04-09,401054
Sinovac,Primera,2021-04-09,6356527
Sinovac,Segunda,2021-04-09,4255607
Astra-Zeneca,Primera,2021-04-09,0
Astra-Zeneca,Segunda,2021-04-09,0
Total,Primera,2021-04-10,7360514
Total,Segunda,2021-04-10,4671479
Pfizer,Primera,2021-04-10,999751
Pfizer,Segunda,2021-04-10,401925
Sinovac,Primera,2021-04-10,6360763
Sinovac,Segunda,2021-04-10,4269554
Astra-Zeneca,Primera,2021-04-10,0
Astra-Zeneca,Segunda,2021-04-10,0
Total,Primera,2021-04-11,7361601
Total,Segunda,2021-04-11,4672836
Pfizer,Primera,2021-04-11,1000227
Pfizer,Segunda,2021-04-11,401946
Sinovac,Primera,2021-04-11,6361374
Sinovac,Segunda,2021-04-11,4270890
Astra-Zeneca,Primera,2021-04-11,0
Astra-Zeneca,Segunda,2021-04-11,0
Total,Primera,2021-04-12,7439221
Total,Segunda,2021-04-12,4831418
Pfizer,Primera,2021-04-12,1047586
Pfizer,Segunda,2021-04-12,418676
Sinovac,Primera,2021-04-12,6391635
Sinovac,Segunda,2021-04-12,4412742
Astra-Zeneca,Primera,2021-04-12,0
Astra-Zeneca,Segunda,2021-04-12,0
Total,Primera,2021-04-13,7513631
Total,Segunda,2021-04-13,4991132
Pfizer,Primera,2021-04-13,1104183
Pfizer,Segunda,2021-04-13,449299
Sinovac,Primera,2021-04-13,6409448
Sinovac,Segunda,2021-04-13,4541833
Astra-Zeneca,Primera,2021-04-13,0
Astra-Zeneca,Segunda,2021-04-13,0
Total,Primera,2021-04-14,7592360
Total,Segunda,2021-04-14,5140513
Pfizer,Primera,2021-04-14,1165193
Pfizer,Segunda,2021-04-14,476574
Sinovac,Primera,2021-04-14,6427167
Sinovac,Segunda,2021-04-14,4663939
Astra-Zeneca,Primera,2021-04-14,0
Astra-Zeneca,Segunda,2021-04-14,0
Total,Primera,2021-04-15,7653905
Total,Segunda,2021-04-15,5284401
Pfizer,Primera,2021-04-15,1212133
Pfizer,Segunda,2021-04-15,495992
Sinovac,Primera,2021-04-15,6441772
Sinovac,Segunda,2021-04-15,4788409
Astra-Zeneca,Primera,2021-04-15,0
Astra-Zeneca,Segunda,2021-04-15,0
Total,Primera,2021-04-16,7711681
Total,Segunda,2021-04-16,5416983
Pfizer,Primera,2021-04-16,1250986
Pfizer,Segunda,2021-04-16,504166
Sinovac,Primera,2021-04-16,6460695
Sinovac,Segunda,2021-04-16,4912817
Astra-Zeneca,Primera,2021-04-16,0
Astra-Zeneca,Segunda,2021-04-16,0
Total,Primera,2021-04-17,7719499
Total,Segunda,2021-04-17,5431313
Pfizer,Primera,2021-04-17,1256298
Pfizer,Segunda,2021-04-17,504615
Sinovac,Primera,2021-04-17,6463201
Sinovac,Segunda,2021-04-17,4926698
Astra-Zeneca,Primera,2021-04-17,0
Astra-Zeneca,Segunda,2021-04-17,0
Total,Primera,2021-04-18,7720358
Total,Segunda,2021-04-18,5433065
Pfizer,Primera,2021-04-18,1256932
Pfizer,Segunda,2021-04-18,504634
Sinovac,Primera,2021-04-18,6463426
Sinovac,Segunda,2021-04-18,4928431
Astra-Zeneca,Primera,2021-04-18,0
Astra-Zeneca,Segunda,2021-04-18,0
Total,Primera,2021-04-19,7764012
Total,Segunda,2021-04-19,5581414
Pfizer,Primera,2021-04-19,1265234
Pfizer,Segunda,2021-04-19,517627
Sinovac,Primera,2021-04-19,6498778
Sinovac,Segunda,2021-04-19,5063787
Astra-Zeneca,Primera,2021-04-19,0
Astra-Zeneca,Segunda,2021-04-19,0
Total,Primera,2021-04-20,7802906
Total,Segunda,2021-04-20,5728146
Pfizer,Primera,2021-04-20,1271138
Pfizer,Segunda,2021-04-20,552703
Sinovac,Primera,2021-04-20,6531768
Sinovac,Segunda,2021-04-20,5175443
Astra-Zeneca,Primera,2021-04-20,0
Astra-Zeneca,Segunda,2021-04-20,0
Total,Primera,2021-04-21,7833830
Total,Segunda,2021-04-21,5872942
Pfizer,Primera,2021-04-21,1275488
Pfizer,Segunda,2021-04-21,592752
Sinovac,Primera,2021-04-21,6558342
Sinovac,Segunda,2021-04-21,5280190
Astra-Zeneca,Primera,2021-04-21,0
Astra-Zeneca,Segunda,2021-04-21,0
Total,Primera,2021-04-22,7889891
Total,Segunda,2021-04-22,6016054
Pfizer,Primera,2021-04-22,1281518
Pfizer,Segunda,2021-04-22,632558
Sinovac,Primera,2021-04-22,6608373
Sinovac,Segunda,2021-04-22,5383496
Astra-Zeneca,Primera,2021-04-22,0
Astra-Zeneca,Segunda,2021-04-22,0
Total,Primera,2021-04-23,7929526
Total,Segunda,2021-04-23,6159089
Pfizer,Primera,2021-04-23,1284837
Pfizer,Segunda,2021-04-23,657463
Sinovac,Primera,2021-04-23,6644689
Sinovac,Segunda,2021-04-23,5501626
Astra-Zeneca,Primera,2021-04-23,0
Astra-Zeneca,Segunda,2021-04-23,0
Total,Primera,2021-04-24,7935225
Total,Segunda,2021-04-24,6170947
Pfizer,Primera,2021-04-24,1285915
Pfizer,Segunda,2021-04-24,658693
Sinovac,Primera,2021-04-24,6649310
Sinovac,Segunda,2021-04-24,5512254
Astra-Zeneca,Primera,2021-04-24,0
Astra-Zeneca,Segunda,2021-04-24,0
Total,Primera,2021-04-25,7935573
Total,Segunda,2021-04-25,6171632
Pfizer,Primera,2021-04-25,1285916
Pfizer,Segunda,2021-04-25,658693
Sinovac,Primera,2021-04-25,6649657
Sinovac,Segunda,2021-04-25,5512939
Astra-Zeneca,Primera,2021-04-25,0
Astra-Zeneca,Segunda,2021-04-25,0
Total,Primera,2021-04-26,7978370
Total,Segunda,2021-04-26,6324410
Pfizer,Primera,2021-04-26,1303648
Pfizer,Segunda,2021-04-26,685339
Sinovac,Primera,2021-04-26,6674722
Sinovac,Segunda,2021-04-26,5639071
Astra-Zeneca,Primera,2021-04-26,0
Astra-Zeneca,Segunda,2021-04-26,0
Total,Primera,2021-04-27,8017101
Total,Segunda,2021-04-27,6455863
Pfizer,Primera,2021-04-27,1328341
Pfizer,Segunda,2021-04-27,723278
Sinovac,Primera,2021-04-27,6688760
Sinovac,Segunda,2021-04-27,5732585
Astra-Zeneca,Primera,2021-04-27,0
Astra-Zeneca,Segunda,2021-04-27,0
Total,Primera,2021-04-28,8060355
Total,Segunda,2021-04-28,6580596
Pfizer,Primera,2021-04-28,1353869
Pfizer,Segunda,2021-04-28,751713
Sinovac,Primera,2021-04-28,6702882
Sinovac,Segunda,2021-04-28,5828883
Astra-Zeneca,Primera,2021-04-28,3604
Astra-Zeneca,Segunda,2021-04-28,0
Total,Primera,2021-04-29,8091007
Total,Segunda,2021-04-29,6704543
Pfizer,Primera,2021-04-29,1368520
Pfizer,Segunda,2021-04-29,768963
Sinovac,Primera,2021-04-29,6712341
Sinovac,Segunda,2021-04-29,5935580
Astra-Zeneca,Primera,2021-04-29,10146
Astra-Zeneca,Segunda,2021-04-29,0
Total,Primera,2021-04-30,8141527
Total,Segunda,2021-04-30,6741208
Pfizer,Primera,2021-04-30,1392856
Pfizer,Segunda,2021-04-30,775136
Sinovac,Primera,2021-04-30,6724799
Sinovac,Segunda,2021-04-30,5966072
Astra-Zeneca,Primera,2021-04-30,23872
Astra-Zeneca,Segunda,2021-04-30,0
Total,Primera,2021-05-01,8142575
Total,Segunda,2021-05-01,6742408
Pfizer,Primera,2021-05-01,1393461
Pfizer,Segunda,2021-05-01,775666
Sinovac,Primera,2021-05-01,6724955
Sinovac,Segunda,2021-05-01,5966742
Astra-Zeneca,Primera,2021-05-01,24159
Astra-Zeneca,Segunda,2021-05-01,0
Total,Primera,2021-05-02,8143361
Total,Segunda,2021-05-02,6743066
Pfizer,Primera,2021-05-02,1393792
Pfizer,Segunda,2021-05-02,775725
Sinovac,Primera,2021-05-02,6725228
Sinovac,Segunda,2021-05-02,5967341
Astra-Zeneca,Primera,2021-05-02,24341
Astra-Zeneca,Segunda,2021-05-02,0
Total,Primera,2021-05-03,8219107
Total,Segunda,2021-05-03,6818342
Pfizer,Primera,2021-05-03,1402431
Pfizer,Segunda,2021-05-03,790411
Sinovac,Primera,2021-05-03,6772231
Sinovac,Segunda,2021-05-03,6027931
Astra-Zeneca,Primera,2021-05-03,44445
Astra-Zeneca,Segunda,2021-05-03,0
Total,Primera,2021-05-04,8299922
Total,Segunda,2021-05-04,6906237
Pfizer,Primera,2021-05-04,1410526
Pfizer,Segunda,2021-05-04,827677
Sinovac,Primera,2021-05-04,6828186
Sinovac,Segunda,2021-05-04,6078560
Astra-Zeneca,Primera,2021-05-04,61210
Astra-Zeneca,Segunda,2021-05-04,0
Total,Primera,2021-05-05,8381195
Total,Segunda,2021-05-05,6999148
Pfizer,Primera,2021-05-05,1416197
Pfizer,Segunda,2021-05-05,869812
Sinovac,Primera,2021-05-05,6893965
Sinovac,Segunda,2021-05-05,6129336
Astra-Zeneca,Primera,2021-05-05,71033
Astra-Zeneca,Segunda,2021-05-05,0
Total,Primera,2021-05-06,8462497
Total,Segunda,2021-05-06,7075203
Pfizer,Primera,2021-05-06,1421679
Pfizer,Segunda,2021-05-06,904483
Sinovac,Primera,2021-05-06,6962570
Sinovac,Segunda,2021-05-06,6170720
Astra-Zeneca,Primera,2021-05-06,78248
Astra-Zeneca,Segunda,2021-05-06,0
Total,Primera,2021-05-07,8545905
Total,Segunda,2021-05-07,7138501
Pfizer,Primera,2021-05-07,1428415
Pfizer,Segunda,2021-05-07,930714
Sinovac,Primera,2021-05-07,7035094
Sinovac,Segunda,2021-05-07,6207787
Astra-Zeneca,Primera,2021-05-07,82396
Astra-Zeneca,Segunda,2021-05-07,0
Total,Primera,2021-05-08,8563179
Total,Segunda,2021-05-08,7146618
Pfizer,Primera,2021-05-08,1430554
Pfizer,Segunda,2021-05-08,934162
Sinovac,Primera,2021-05-08,7049559
Sinovac,Segunda,2021-05-08,6212456
Astra-Zeneca,Primera,2021-05-08,83066
Astra-Zeneca,Segunda,2021-05-08,0
Total,Primera,2021-05-09,8564136
Total,Segunda,2021-05-09,7147059
Pfizer,Primera,2021-05-09,1430570
Pfizer,Segunda,2021-05-09,934209
Sinovac,Primera,2021-05-09,7050430
Sinovac,Segunda,2021-05-09,6212850
Astra-Zeneca,Primera,2021-05-09,83136
Astra-Zeneca,Segunda,2021-05-09,0
Total,Primera,2021-05-10,8667144
Total,Segunda,2021-05-10,7216877
Pfizer,Primera,2021-05-10,1434070
Pfizer,Segunda,2021-05-10,969538
Sinovac,Primera,2021-05-10,7146986
Sinovac,Segunda,2021-05-10,6247339
Astra-Zeneca,Primera,2021-05-10,86088
Astra-Zeneca,Segunda,2021-05-10,0
Total,Primera,2021-05-11,8774178
Total,Segunda,2021-05-11,7301308
Pfizer,Primera,2021-05-11,1438243
Pfizer,Segunda,2021-05-11,1030468
Sinovac,Primera,2021-05-11,7247868
Sinovac,Segunda,2021-05-11,6270840
Astra-Zeneca,Primera,2021-05-11,88067
Astra-Zeneca,Segunda,2021-05-11,0
Total,Primera,2021-05-12,8878504
Total,Segunda,2021-05-12,7378997
Pfizer,Primera,2021-05-12,1441067
Pfizer,Segunda,2021-05-12,1086277
Sinovac,Primera,2021-05-12,7347703
Sinovac,Segunda,2021-05-12,6292720
Astra-Zeneca,Primera,2021-05-12,89734
Astra-Zeneca,Segunda,2021-05-12,0
Total,Primera,2021-05-13,8974957
Total,Segunda,2021-05-13,7438815
Pfizer,Primera,2021-05-13,1446138
Pfizer,Segunda,2021-05-13,1128216
Sinovac,Primera,2021-05-13,7438529
Sinovac,Segunda,2021-05-13,6310599
Astra-Zeneca,Primera,2021-05-13,90290
Astra-Zeneca,Segunda,2021-05-13,0
Total,Primera,2021-05-14,9077560
Total,Segunda,2021-05-14,7494350
Pfizer,Primera,2021-05-14,1454643
Pfizer,Segunda,2021-05-14,1163683
Sinovac,Primera,2021-05-14,7532396
Sinovac,Segunda,2021-05-14,6330667
Astra-Zeneca,Primera,2021-05-14,90521
Astra-Zeneca,Segunda,2021-05-14,0
Total,Primera,2021-05-15,9078644
Total,Segunda,2021-05-15,7494752
Pfizer,Primera,2021-05-15,1454783
Pfizer,Segunda,2021-05-15,1163847
Sinovac,Primera,2021-05-15,7533300
Sinovac,Segunda,2021-05-15,6330905
Astra-Zeneca,Primera,2021-05-15,90561
Astra-Zeneca,Segunda,2021-05-15,0
Total,Primera,2021-05-16,9078909
Total,Segunda,2021-05-16,7494917
Pfizer,Primera,2021-05-16,1454783
Pfizer,Segunda,2021-05-16,1163925
Sinovac,Primera,2021-05-16,7533565
Sinovac,Segunda,2021-05-16,6330992
Astra-Zeneca,Primera,2021-05-16,90561
Astra-Zeneca,Segunda,2021-05-16,0
Total,Primera,2021-05-17,9202580
Total,Segunda,2021-05-17,7541366
Pfizer,Primera,2021-05-17,1490512
Pfizer,Segunda,2021-05-17,1180879
Sinovac,Primera,2021-05-17,7621214
Sinovac,Segunda,2021-05-17,6360487
Astra-Zeneca,Primera,2021-05-17,90854
Astra-Zeneca,Segunda,2021-05-17,0
Total,Primera,2021-05-18,9331722
Total,Segunda,2021-05-18,7586547
Pfizer,Primera,2021-05-18,1549790
Pfizer,Segunda,2021-05-18,1196337
Sinovac,Primera,2021-05-18,7689668
Sinovac,Segunda,2021-05-18,6390210
Astra-Zeneca,Primera,2021-05-18,92264
Astra-Zeneca,Segunda,2021-05-18,0
